developer-agreement,developer-agreement-type,planning-application,document-url,organisation,entry-date,start-date,end-date,slug
03/17/0527AP,section-106,03/17/0527,http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=17/0527&ApplicationNumber=17%2F0527&AddressPrefix=&Postcode=&Submit=Search,local-authority-eng:CMA,2020-11-11,2019-04-12,,/developer-agreement/local-authority-eng/CMA/03-17-0527AP
03/18/9001AP,section-106,03/18/9001,https://planning.cumbria.gov.uk/Planning/Display/3/18/9001,local-authority-eng:CMA,2020-11-11,2019-06-24,,/developer-agreement/local-authority-eng/CMA/03-18-9001AP
03/18/9004/5AP,section-106,03/18/9004/5,https://planning.cumbria.gov.uk/Planning/Display/3/18/9005,local-authority-eng:CMA,2020-11-11,2019-06-19,,/developer-agreement/local-authority-eng/CMA/03-18-9004-5AP
03/19/0222AP,section-106,03/19/0222,https://plansearch.eden.gov.uk/fastweb/detail.asp?AltRef=19/0222&ApplicationNumber=19%2F0222&AddressPrefix=&Postcode=&Submit=Search,local-authority-eng:CMA,2020-11-11,2020-03-04,,/developer-agreement/local-authority-eng/CMA/03-19-0222AP
03/19/0426AP,section-106,03/19/0426,https://plansearch.eden.gov.uk/fastweb/detail.asp?AltRef=19/0426&ApplicationNumber=19%2F0426&AddressPrefix=&Postcode=&Submit=Search,local-authority-eng:CMA,2020-11-11,2020-02-05,,/developer-agreement/local-authority-eng/CMA/03-19-0426AP
04/18/2546AP,section-106,04/18/2546,,local-authority-eng:CMA,2020-11-11,2020-01-03,,/developer-agreement/local-authority-eng/CMA/04-18-2546AP
05/17/0841AP,section-106,05/17/0841,https://kdc-pam.southlakeland.gov.uk/NorthgatePublicDocs/00245715.pdf,local-authority-eng:CMA,2020-11-11,2019-07-18,,/developer-agreement/local-authority-eng/CMA/05-17-0841AP
05/17/9013AP,section-106,05/17/9013,https://planning.cumbria.gov.uk/Planning/Display/5/17/9013,local-authority-eng:CMA,2020-11-11,2019-08-27,,/developer-agreement/local-authority-eng/CMA/05-17-9013AP
06/18/0364AP,section-106,06/18/0364,https://webapps.barrowbc.gov.uk/webapps/f?p=BARROWPLANNINGHUB:APPLICATIONSEARCH:15363919387352:,local-authority-eng:CMA,2020-11-11,2019-09-23,,/developer-agreement/local-authority-eng/CMA/06-18-0364AP
06/18/0375AP,section-106,06/18/0375,https://webapps.barrowbc.gov.uk/planning/applications/2018/PLAN_2018_0375_ADDITIONAL_12.pdf,local-authority-eng:CMA,2020-11-11,2020-02-06,,/developer-agreement/local-authority-eng/CMA/06-18-0375AP
15/00845/FUL/s106,,PP-04371491,,local-authority-eng:EPS,2019-10-30,2019-10-01,,/developer-agreement/local-authority-eng/EPS/15-00845-FUL-s106
16/00712/FUL/CIL,,PP-05405224,,local-authority-eng:EPS,2019-10-15,2019-10-14,,/developer-agreement/local-authority-eng/EPS/16-00712-FUL-CIL
17/01419/FUL/CIL,,PP-06561010,,local-authority-eng:EPS,2019-11-05,2019-10-30,,/developer-agreement/local-authority-eng/EPS/17-01419-FUL-CIL
17/01586/FUL/S106,,PP-06559683,,local-authority-eng:EPS,2019-10-30,2019-10-15,,/developer-agreement/local-authority-eng/EPS/17-01586-FUL-S106
17/01755/FUL/S106,,PP-06588106,,local-authority-eng:EPS,2020-03-12,2020-01-17,,/developer-agreement/local-authority-eng/EPS/17-01755-FUL-S106
17/01760/FUL/S106,,PP-06759551,,local-authority-eng:EPS,2019-10-30,2019-10-22,,/developer-agreement/local-authority-eng/EPS/17-01760-FUL-S106
17/01853/FUL/CIL,,PP-06825286,,local-authority-eng:EPS,2019-09-18,2019-09-03,,/developer-agreement/local-authority-eng/EPS/17-01853-FUL-CIL
18/00486/FUL/CIL,,PP-07091436,,local-authority-eng:EPS,2019-11-25,2019-11-25,,/developer-agreement/local-authority-eng/EPS/18-00486-FUL-CIL
18/00743/FUL/CIL,,PP-07211878,,local-authority-eng:EPS,2019-09-18,2019-09-12,,/developer-agreement/local-authority-eng/EPS/18-00743-FUL-CIL
18/01018/REM/S106,,PP-07344351,,local-authority-eng:EPS,2019-10-23,2019-10-04,,/developer-agreement/local-authority-eng/EPS/18-01018-REM-S106
18/01264/FUL /CIL,,PP-07429190,,local-authority-eng:EPS,2020-02-19,2020-01-13,,/developer-agreement/local-authority-eng/EPS/18-01264-FUL--CIL
18/01298/FUL/CIL,,PP-07446669,,local-authority-eng:EPS,2020-03-12,2020-02-26,,/developer-agreement/local-authority-eng/EPS/18-01298-FUL-CIL
18/01360/FUL /S106,,PP-07405146,,local-authority-eng:EPS,2020-03-12,2020-01-10,,/developer-agreement/local-authority-eng/EPS/18-01360-FUL--S106
18/01383/FUL/CIL,,PP-07496320,,local-authority-eng:EPS,2019-09-25,2019-09-12,,/developer-agreement/local-authority-eng/EPS/18-01383-FUL-CIL
18/01559/REM/CIL,,PP-07575414,,local-authority-eng:EPS,2020-03-12,2020-03-11,,/developer-agreement/local-authority-eng/EPS/18-01559-REM-CIL
18/01559/REM/S106,,PP-07575414,,local-authority-eng:EPS,2020-03-12,2019-12-17,,/developer-agreement/local-authority-eng/EPS/18-01559-REM-S106
19/00000/FUL/CIL (Unique ref no),,PP-07496320,,local-authority-eng:EPS,2021-03-25,,,/developer-agreement/local-authority-eng/EPS/19-00000-FUL-CIL--Unique-ref-no-
19/00062/FUL/CIL,,PP-07553586,,local-authority-eng:EPS,2020-03-12,2020-02-25,,/developer-agreement/local-authority-eng/EPS/19-00062-FUL-CIL
19/00079/FUL/CIL,,19/00079/FUL,,local-authority-eng:EPS,2019-11-13,2019-11-13,,/developer-agreement/local-authority-eng/EPS/19-00079-FUL-CIL
19/00303/FLH/CIL,,PP-07732718,,local-authority-eng:EPS,2019-09-25,2019-09-18,,/developer-agreement/local-authority-eng/EPS/19-00303-FLH-CIL
19/00538/RES/CIL,,PP-07836913,,local-authority-eng:EPS,2019-10-30,2019-10-30,,/developer-agreement/local-authority-eng/EPS/19-00538-RES-CIL
19/00577/FUL/CIL,,PP-07860267,,local-authority-eng:EPS,2020-02-19,2020-02-10,,/developer-agreement/local-authority-eng/EPS/19-00577-FUL-CIL
19/00622/FUL/CIL,,PP-07879352,,local-authority-eng:EPS,2019-10-23,2019-10-16,,/developer-agreement/local-authority-eng/EPS/19-00622-FUL-CIL
19/00681/FUL/CIL,,PP-07877769,,local-authority-eng:EPS,2019-09-25,2019-10-07,,/developer-agreement/local-authority-eng/EPS/19-00681-FUL-CIL
19/00696/COND/CIL,,PP-07913307,,local-authority-eng:EPS,2020-03-12,2020-02-27,,/developer-agreement/local-authority-eng/EPS/19-00696-COND-CIL
19/00768/FUL/CIL,,PP-07947709,,local-authority-eng:EPS,2019-11-05,2019-11-05,,/developer-agreement/local-authority-eng/EPS/19-00768-FUL-CIL
19/01079/FUL/CIL,,PP-08095983,,local-authority-eng:EPS,2020-03-12,2020-02-03,,/developer-agreement/local-authority-eng/EPS/19-01079-FUL-CIL
19/01382/REM/CIL,,19/00494/FUL,,local-authority-eng:EPS,2020-03-12,2020-02-25,,/developer-agreement/local-authority-eng/EPS/19-01382-REM-CIL
19/01592/REM/CIL,,PP-08337970,,local-authority-eng:EPS,2020-03-12,2020-02-27,,/developer-agreement/local-authority-eng/EPS/19-01592-REM-CIL
0115/0018/DA,Section-106,0115/0018,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2016-03-21,,/developer-agreement/local-authority-eng/ERE/0115-0018-DA
0117/0021/DA,Section-106,0117/0021,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2017-10-23,,/developer-agreement/local-authority-eng/ERE/0117-0021-DA
0216/0012/DA,Section-106,0216/0012,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2014-03-26,,/developer-agreement/local-authority-eng/ERE/0216-0012-DA
0315/0034/DA,Section-106,0315/0034,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2015-10-27,,/developer-agreement/local-authority-eng/ERE/0315-0034-DA
0402/0083/DA,Section-106,0402/0083,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2015-12-23,,/developer-agreement/local-authority-eng/ERE/0402-0083-DA
0417/0027/DA,Section-106,0417/0027,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2018-05-25,,/developer-agreement/local-authority-eng/ERE/0417-0027-DA
0512/0002/DA,Section-106,0512/0002,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2013-04-16,,/developer-agreement/local-authority-eng/ERE/0512-0002-DA
0514/0037/DA,Section-106,0514/0037,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2014-10-13,,/developer-agreement/local-authority-eng/ERE/0514-0037-DA
0515/0017/DA,Section-106,0515/0017,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2015-11-23,,/developer-agreement/local-authority-eng/ERE/0515-0017-DA
0516/0017/DA,Section-106,0516/0017,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2017-01-11,,/developer-agreement/local-authority-eng/ERE/0516-0017-DA
0716/0012/DA,Section-106,0716/0012,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2015-12-10,,/developer-agreement/local-authority-eng/ERE/0716-0012-DA
0919/0062/DA,Section-106,0919/0062,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2017-03-14,,/developer-agreement/local-authority-eng/ERE/0919-0062-DA
1014/0006/DA,Section-106,1014/0006,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2015-10-29,,/developer-agreement/local-authority-eng/ERE/1014-0006-DA
1118/0006/DA,Section-106,1118/0006,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2019-03-27,,/developer-agreement/local-authority-eng/ERE/1118-0006-DA
IFS202,,04/06401/STREM,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=I2JNXWBJNA000,local-authority-eng:ERY,2020-12-31,2019-10-17,,/developer-agreement/local-authority-eng/ERY/IFS202
IFS222,,05/08430/STPLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=IQRUGPBJDD000,local-authority-eng:ERY,2020-12-31,2019-10-18,,/developer-agreement/local-authority-eng/ERY/IFS222
IFS654,,18/02678/REM,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PDI84ABJHDZ00,local-authority-eng:ERY,2020-12-31,2019-10-12,,/developer-agreement/local-authority-eng/ERY/IFS654
IFS655,,18/03343/STREM,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PGHA82BJ0R500,local-authority-eng:ERY,2020-12-31,2019-10-13,,/developer-agreement/local-authority-eng/ERY/IFS655
IFS656,,18/03126/PLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PFK72DBJKCN00,local-authority-eng:ERY,2020-12-31,2019-10-14,,/developer-agreement/local-authority-eng/ERY/IFS656
IFS657,,18/00073/STPLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=P2AJUKBJG4900,local-authority-eng:ERY,2020-12-31,2019-10-15,,/developer-agreement/local-authority-eng/ERY/IFS657
IFS658,,19/01228/LOBVAR,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PPOSCEBJ0R500,local-authority-eng:ERY,2020-12-31,2019-10-16,,/developer-agreement/local-authority-eng/ERY/IFS658
IFS659,,17/02687/STREM,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=OU473PBJJN100,local-authority-eng:ERY,2020-12-31,2019-10-20,,/developer-agreement/local-authority-eng/ERY/IFS659
IFS660,,18/02308/STPLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PBY66TBJMJU00,local-authority-eng:ERY,2020-12-31,2019-10-22,,/developer-agreement/local-authority-eng/ERY/IFS660
IFS661,,15/00017/STREM,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=NHG43NBJL1900,local-authority-eng:ERY,2020-12-31,2019-10-23,,/developer-agreement/local-authority-eng/ERY/IFS661
IFS662,,17/01261/PLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=OO8RZ3BJKTC00,local-authority-eng:ERY,2020-12-31,2019-10-21,,/developer-agreement/local-authority-eng/ERY/IFS662
IFS663,,18/03898/PLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PIYMD5BJHU900,local-authority-eng:ERY,2020-12-31,2019-10-19,,/developer-agreement/local-authority-eng/ERY/IFS663
IFS664,,19/00112/PLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PL5Q9ABJKSY00,local-authority-eng:ERY,2020-12-31,2019-10-25,,/developer-agreement/local-authority-eng/ERY/IFS664
IFS665,,17/01079/STOUT,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=ONHB7HBJKH600,local-authority-eng:ERY,2020-12-31,2019-10-24,,/developer-agreement/local-authority-eng/ERY/IFS665
IFS666,,19/00373/PLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PM7CWRBJMHA00,local-authority-eng:ERY,2020-12-31,2019-10-26,,/developer-agreement/local-authority-eng/ERY/IFS666
IFS667,,18/03164/STPLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PFNMH5BJ0GJ00,local-authority-eng:ERY,2020-12-31,2019-10-27,,/developer-agreement/local-authority-eng/ERY/IFS667
IFS670,,18/02286/PLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PBRDI2BJMEV00,local-authority-eng:ERY,2020-12-31,2019-10-28,,/developer-agreement/local-authority-eng/ERY/IFS670
IFS671,,19/01679/PLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PRT5BWBJN4E00,local-authority-eng:ERY,2020-12-31,2019-10-29,,/developer-agreement/local-authority-eng/ERY/IFS671
IFS672,,18/01165/VAR,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=P70IGLBJMXL00,local-authority-eng:ERY,2020-12-31,2019-10-30,,/developer-agreement/local-authority-eng/ERY/IFS672
IFS673,,18/02891/STPLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PEBL47BJILF00,local-authority-eng:ERY,2020-12-31,2019-11-01,,/developer-agreement/local-authority-eng/ERY/IFS673
IFS674,,17/00398/STOUT,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=OKT0GQBJJ7Z00,local-authority-eng:ERY,2020-12-31,2019-11-02,,/developer-agreement/local-authority-eng/ERY/IFS674
IFS675,,18/03823/STPLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PINHEPBJHDU00,local-authority-eng:ERY,2020-12-31,2019-11-04,,/developer-agreement/local-authority-eng/ERY/IFS675
IFS676,,18/04165/STOUT,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PK8SAFBJJOU00,local-authority-eng:ERY,2020-12-31,2019-10-31,,/developer-agreement/local-authority-eng/ERY/IFS676
IFS677,,18/03678/PLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PHXJCTBJGBD00,local-authority-eng:ERY,2020-12-31,2019-11-03,,/developer-agreement/local-authority-eng/ERY/IFS677
IFS678,,19/00557/PLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PN43O4BJG1000,local-authority-eng:ERY,2020-12-31,2019-11-05,,/developer-agreement/local-authority-eng/ERY/IFS678
IFS679,,18/03327/STPLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PGE17UBJ0GW00,local-authority-eng:ERY,2020-12-31,2019-11-06,,/developer-agreement/local-authority-eng/ERY/IFS679
IFS680,,19/02072/STPLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PTAWZLBJHSA00,local-authority-eng:ERY,2020-12-31,2019-11-07,,/developer-agreement/local-authority-eng/ERY/IFS680
IFS681,,18/02411/PLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PCDPG8BJFLZ00,local-authority-eng:ERY,2020-12-31,2019-11-08,,/developer-agreement/local-authority-eng/ERY/IFS681
IFS682,,18/01992/PLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PAKCQ1BJ0KG00,local-authority-eng:ERY,2020-12-31,2019-11-09,,/developer-agreement/local-authority-eng/ERY/IFS682
IFS683,,19/01602/STPLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PRHZD0BJMNQ00,local-authority-eng:ERY,2020-12-31,2019-11-10,,/developer-agreement/local-authority-eng/ERY/IFS683
IFS684,,18/03789/STPLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PII5F7BJH4100,local-authority-eng:ERY,2020-12-31,2019-11-11,,/developer-agreement/local-authority-eng/ERY/IFS684
IFS685,,19/01107/STREM,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PP4XDTBJJFE00,local-authority-eng:ERY,2020-12-31,2019-11-12,,/developer-agreement/local-authority-eng/ERY/IFS685
IFS686,,18/03944/STVAR,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PJ610GBJI2G00,local-authority-eng:ERY,2020-12-31,2019-11-13,,/developer-agreement/local-authority-eng/ERY/IFS686
IFS687,,19/01555/STPLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PR8O0KBJMBK00,local-authority-eng:ERY,2020-12-31,2019-11-14,,/developer-agreement/local-authority-eng/ERY/IFS687
IFS688,,18/03559/PLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PHDBN3BJ0TC00,local-authority-eng:ERY,2020-12-31,2019-11-15,,/developer-agreement/local-authority-eng/ERY/IFS688
IFS689,,19/01594/PLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PRG8QSBJMKJ00,local-authority-eng:ERY,2020-12-31,2019-11-16,,/developer-agreement/local-authority-eng/ERY/IFS689
IFS690,,19/02497/REM,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PUOPEOBJ0TC00,local-authority-eng:ERY,2020-12-31,2019-11-17,,/developer-agreement/local-authority-eng/ERY/IFS690
IFS691,,19/03724/STPLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=Q06ZGSBJLKD00,local-authority-eng:ERY,2020-12-31,2019-11-18,,/developer-agreement/local-authority-eng/ERY/IFS691
IFS692,,18/02503/STVAR,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PCSDKSBJG8V00,local-authority-eng:ERY,2020-12-31,2019-11-19,,/developer-agreement/local-authority-eng/ERY/IFS692
IFS693,,20/00633/STVAR,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=Q69J89BJFMH00,local-authority-eng:ERY,2020-12-31,2019-11-26,,/developer-agreement/local-authority-eng/ERY/IFS693
IFS694,,19/03764/STVAR,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=Q0ARSTBJLTX00,local-authority-eng:ERY,2020-12-31,2019-11-21,,/developer-agreement/local-authority-eng/ERY/IFS694
IFS695,,19/01286/PLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PPUE5RBJKII00,local-authority-eng:ERY,2020-12-31,2019-11-20,,/developer-agreement/local-authority-eng/ERY/IFS695
IFS696,,19/00225/STREM,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PLOTDKBJLK100,local-authority-eng:ERY,2020-12-31,2019-11-22,,/developer-agreement/local-authority-eng/ERY/IFS696
IFS697,,19/02695/PLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PVIHHCBJLNG00,local-authority-eng:ERY,2020-12-31,2019-11-23,,/developer-agreement/local-authority-eng/ERY/IFS697
IFS698,,19/03207/PLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PXZ2RUBJHRM00,local-authority-eng:ERY,2020-12-31,2019-11-24,,/developer-agreement/local-authority-eng/ERY/IFS698
IFS699,,19/02909/STPLF,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PWJHVZBJFLV00,local-authority-eng:ERY,2020-12-31,2019-11-25,,/developer-agreement/local-authority-eng/ERY/IFS699
P/2017/00342-da,section-106,P/2017/00342,http://www.eaststaffsbc.gov.uk/MVM.DMS/Planning%20Application/630000/630140/P_2017_00342_Section%20106%20Agreement.pdf,local-authority-eng:EST,2020-08-20,2019-05-13,,/developer-agreement/local-authority-eng/EST/P-2017-00342-da
P/2018/00530-da,section-106,P/2018/00530,http://www.eaststaffsbc.gov.uk/MVM.DMS/Planning%20Application/631000/631920/P_2018_00530_Section%20106%20Agreement.pdf,local-authority-eng:EST,2020-08-20,2019-07-02,,/developer-agreement/local-authority-eng/EST/P-2018-00530-da
P/2018/00669-da,Unilateral Undertaking,P/2018/00669,http://www.eaststaffsbc.gov.uk/MVM.DMS/Planning%20Application/632000/632057/P_2018_00669_Section%20106_Unilateral%20Undertaking_Redacted.pdf,local-authority-eng:EST,2020-08-20,2019-05-14,,/developer-agreement/local-authority-eng/EST/P-2018-00669-da
P/2018/00939-da,section-106,P/2018/00939,http://www.eaststaffsbc.gov.uk/MVM.DMS/Planning%20Application/632000/632322/P_2018_00939_Section%20106%20Agreement.pdf,local-authority-eng:EST,2020-08-20,2019-09-13,,/developer-agreement/local-authority-eng/EST/P-2018-00939-da
P/2018/01046-da,section-106,P/2018/01046,http://www.eaststaffsbc.gov.uk/MVM.DMS/Planning%20Application/632000/632429/P_2018_01046_Section%20106%20Agreement.pdf,local-authority-eng:EST,2020-08-20,2019-05-22,,/developer-agreement/local-authority-eng/EST/P-2018-01046-da
P/2019/00371-da,Unilateral Undertaking,P/2019/00371,http://www.eaststaffsbc.gov.uk/MVM.DMS/Planning%20Application/633000/633359/P_2019_00371_Unilateral%20Undertaking.pdf,local-authority-eng:EST,2020-08-20,2019-08-22,,/developer-agreement/local-authority-eng/EST/P-2019-00371-da
P/2019/00703-da,Deed of variation,P/2019/00703,http://www.eaststaffsbc.gov.uk/MVM/Online/dms/DocumentViewer.aspx?PK=633686&SearchType=Planning%20Application,local-authority-eng:EST,2020-08-20,2020-03-04,2020-03-04,/developer-agreement/local-authority-eng/EST/P-2019-00703-da
DC/18/00704/FUL-da,community-infrastructure-levy,DC/18/00704/FUL,,local-authority-eng:GAT,2020-10-21,2019-01-10,,/developer-agreement/local-authority-eng/GAT/DC-18-00704-FUL-da
DC/18/00863/FUL-da,section-106,DC/18/00863/FUL,,local-authority-eng:GAT,2020-10-21,2019-10-10,,/developer-agreement/local-authority-eng/GAT/DC-18-00863-FUL-da
DC/18/03349/FUL-da,section-106,DC/18/03349/FUL,,local-authority-eng:GAT,2020-10-21,2019-04-25,,/developer-agreement/local-authority-eng/GAT/DC-18-03349-FUL-da
DC/19/00279/OUT-da,section-106,DC/19/00279/OUT,,local-authority-eng:GAT,2020-10-21,2020-02-20,,/developer-agreement/local-authority-eng/GAT/DC-19-00279-OUT-da
14/01063/OUT_UU,section-106,14/01063/OUT,http://planningdocs.gloucester.gov.uk/NorthgatePublicDocs/00060596.pdf,local-authority-eng:GLO,2020-04-06,2016-12-21,,/developer-agreement/local-authority-eng/GLO/14-01063-OUT-UU
17/01199/OUT_DOV,section-106,17/01199/OUT,http://planningdocs.gloucester.gov.uk/NorthgatePublicDocs/00235823.pdf,local-authority-eng:GLO,2020-04-06,2019-12-23,,/developer-agreement/local-authority-eng/GLO/17-01199-OUT-DOV
17/01199/OUT_S106,section-106,17/01199/OUT,http://planningdocs.gloucester.gov.uk/NorthgatePublicDocs/00226087.pdf,local-authority-eng:GLO,2020-04-06,2019-09-05,,/developer-agreement/local-authority-eng/GLO/17-01199-OUT-S106
18/00306/FUL_CIL,community-infrastructure-levy,18/00306/FUL,,local-authority-eng:GLO,2020-04-06,2020-04-27,,/developer-agreement/local-authority-eng/GLO/18-00306-FUL-CIL
18/00306/FUL_S106,section-106,18/00306/FUL,http://planningdocs.gloucester.gov.uk/NorthgatePublicDocs/00227134.pdf,local-authority-eng:GLO,2020-04-06,2019-09-26,,/developer-agreement/local-authority-eng/GLO/18-00306-FUL-S106
18/01127/FUL_DOV,section-106,18/01127/FUL,http://planningdocs.gloucester.gov.uk/NorthgatePublicDocs/00222535.pdf,local-authority-eng:GLO,2020-04-06,2019-06-14,,/developer-agreement/local-authority-eng/GLO/18-01127-FUL-DOV
18/01395/FUL_CIL,community-infrastructure-levy,18/01395/FUL,,local-authority-eng:GLO,2020-04-06,2019-08-08,,/developer-agreement/local-authority-eng/GLO/18-01395-FUL-CIL
10/00351/FULL-dc,section-106,10/00351/FULL,,local-authority-eng:GOS,2020-06-17,2010-11-10,,/developer-agreement/local-authority-eng/GOS/10-00351-FULL-dc
